complaint_id,complainant_ethnicity,complainant_gender,complainant_age_incident,fado_type,allegation,precinct,board_disposition
27111,Black,Male,48.0,Abuse of Authority,Other,44.0,Substantiated (Charges)
27111,Black,Male,48.0,Discourtesy,Word,44.0,Substantiated (Charges)
8811,Black,Male,34.0,Abuse of Authority,Question and/or stop,46.0,Unsubstantiated
23394,Black,Male,17.0,Force,Physical force,24.0,Unsubstantiated
29090,Black,Female,45.0,Abuse of Authority,Vehicle stop,26.0,Exonerated
37313,White,Male,57.0,Abuse of Authority,Other,24.0,Exonerated
37313,White,Male,57.0,Force,Physical force,24.0,Exonerated
42823,Black,Male,42.0,Abuse of Authority,Failure to provide RTKA card,24.0,Unsubstantiated
42823,Black,Male,42.0,Abuse of Authority,Other,24.0,Substantiated (Command Lvl Instructions)
5242,Hispanic,Male,32.0,Abuse of Authority,Vehicle search,43.0,Substantiated (Charges)
6422,Black,Male,41.0,Force,Gun Pointed,43.0,Exonerated
6422,Black,Male,41.0,Abuse of Authority,Threat of force (verbal or physical),43.0,Unsubstantiated
8961,Black,Male,42.0,Abuse of Authority,Refusal to obtain medical treatment,43.0,Unsubstantiated
18839,Black,Male,31.0,Abuse of Authority,Vehicle search,106.0,Substantiated (Charges)
12475,Hispanic,Male,29.0,Abuse of Authority,Search (of person),52.0,Unsubstantiated
12475,Hispanic,Male,29.0,Abuse of Authority,Frisk,52.0,Exonerated
12475,Hispanic,Male,29.0,Abuse of Authority,Question and/or stop,52.0,Exonerated
16052,Hispanic,Male,27.0,Abuse of Authority,Stop,52.0,Unsubstantiated
21854,Hispanic,Male,25.0,Abuse of Authority,Stop,52.0,Substantiated (Command Discipline)
24887,Hispanic,Male,51.0,Abuse of Authority,Frisk,52.0,Substantiated (Command Discipline)
24887,Hispanic,Male,51.0,Abuse of Authority,Search (of person),52.0,Substantiated (Command Discipline)
24887,Hispanic,Male,51.0,Abuse of Authority,Stop,52.0,Substantiated (Command Discipline)
16052,Hispanic,Male,27.0,Abuse of Authority,Frisk,52.0,Unsubstantiated
16052,Hispanic,Male,27.0,Abuse of Authority,Vehicle search,52.0,Unsubstantiated
12931,Hispanic,Male,34.0,Abuse of Authority,Strip-searched,75.0,Unsubstantiated
16356,Black,Male,42.0,Abuse of Authority,Search (of person),75.0,Unsubstantiated
24527,Black,Male,26.0,Force,Physical force,70.0,Exonerated
24527,Black,Male,26.0,Abuse of Authority,Stop,70.0,Unsubstantiated
33427,Black,Female,33.0,Abuse of Authority,Refusal to provide name/shield number,75.0,Unsubstantiated
34298,Black,Male,28.0,Force,Physical force,73.0,Unsubstantiated
34298,Black,Male,28.0,Abuse of Authority,Threat of force (verbal or physical),73.0,Unsubstantiated
9232,Black,Male,49.0,Abuse of Authority,Strip-searched,46.0,Exonerated
9232,Black,Male,49.0,Abuse of Authority,Question and/or stop,46.0,Exonerated
11447,Black,Female,17.0,Discourtesy,Word,44.0,Unsubstantiated
24803,Black,Male,33.0,Abuse of Authority,Stop,34.0,Substantiated (Charges)
6751,Black,Male,13.0,Force,Physical force,32.0,Unsubstantiated
6751,Black,Female,47.0,Force,Physical force,32.0,Unsubstantiated
6751,Black,Male,42.0,Force,Physical force,32.0,Exonerated
7373,Black,Male,21.0,Force,Physical force,32.0,Exonerated
7373,Black,Male,21.0,Discourtesy,Word,32.0,Unsubstantiated
7414,Black,Male,33.0,Abuse of Authority,Search (of person),32.0,Exonerated
7414,Black,Male,33.0,Abuse of Authority,Vehicle stop,32.0,Exonerated
7414,Black,Male,33.0,Abuse of Authority,Refusal to provide name/shield number,32.0,Unsubstantiated
7414,Black,Male,33.0,Abuse of Authority,Search (of person),32.0,Exonerated
7414,Black,Male,33.0,Abuse of Authority,Vehicle search,32.0,Substantiated (Charges)
8388,Black,Male,48.0,Abuse of Authority,Frisk,32.0,Exonerated
9077,White,Male,46.0,Abuse of Authority,Vehicle stop,30.0,Exonerated
9077,White,Male,46.0,Abuse of Authority,Search (of person),30.0,Exonerated
9328,White,Male,24.0,Force,Physical force,30.0,Exonerated
9529,Hispanic,Male,16.0,Force,Physical force,30.0,Exonerated
12662,Black,Male,22.0,Abuse of Authority,Search (of person),30.0,Unsubstantiated
12662,Black,Male,22.0,Abuse of Authority,Frisk,30.0,Unsubstantiated
12662,Black,Male,22.0,Abuse of Authority,Stop,30.0,Unsubstantiated
34703,Black,Female,68.0,Offensive Language,Gender,14.0,Unsubstantiated
34703,Black,Female,68.0,Discourtesy,Word,14.0,Substantiated (Formalized Training)
22404,Black,Male,28.0,Force,Physical force,19.0,Exonerated
22404,Black,Male,28.0,Discourtesy,Word,19.0,Unsubstantiated
23477,Hispanic,Male,30.0,Abuse of Authority,Frisk,23.0,Unsubstantiated
23477,Hispanic,Male,30.0,Abuse of Authority,Stop,23.0,Unsubstantiated
23477,Hispanic,Male,30.0,Discourtesy,Word,23.0,Unsubstantiated
23477,Hispanic,Male,30.0,Force,Physical force,23.0,Unsubstantiated
23477,Hispanic,Male,30.0,Abuse of Authority,Search (of person),23.0,Unsubstantiated
28907,Hispanic,Male,17.0,Force,Physical force,23.0,Unsubstantiated
28907,Hispanic,Male,23.0,Force,Pepper spray,23.0,Exonerated
28907,Hispanic,Male,17.0,Abuse of Authority,Stop,23.0,Unsubstantiated
28907,Hispanic,Male,17.0,Force,Physical force,23.0,Exonerated
28907,Hispanic,Male,17.0,Force,Vehicle,23.0,Unsubstantiated
28907,Hispanic,Male,17.0,Discourtesy,Word,23.0,Unsubstantiated
34895,Black,Female,55.0,Abuse of Authority,Other,43.0,Unsubstantiated
35498,Black,Male,25.0,Force,Physical force,44.0,Exonerated
31260,White,Female,20.0,Abuse of Authority,Refusal to provide name/shield number,45.0,Unsubstantiated
4811,Hispanic,Male,20.0,Force,Physical force,30.0,Exonerated
5820,Black,Male,19.0,Abuse of Authority,Frisk and/or search,30.0,Unsubstantiated
7375,Hispanic,Male,21.0,Abuse of Authority,Vehicle search,34.0,Substantiated (Charges)
8581,Hispanic,Male,32.0,Abuse of Authority,Vehicle stop,34.0,Exonerated
8581,Hispanic,Male,32.0,Abuse of Authority,Property damaged,34.0,Unsubstantiated
8211,Hispanic,Male,17.0,Force,Physical force,44.0,Exonerated
8208,Black,Male,20.0,Discourtesy,Word,109.0,Unsubstantiated
9381,White,Male,15.0,Abuse of Authority,Threat of force (verbal or physical),109.0,Unsubstantiated
9381,White,Male,15.0,Discourtesy,Word,109.0,Unsubstantiated
9381,White,Male,15.0,Abuse of Authority,Threat of arrest,109.0,Unsubstantiated
9381,White,Male,15.0,Abuse of Authority,Question and/or stop,109.0,Substantiated (Charges)
9381,White,Male,15.0,Discourtesy,Word,109.0,Substantiated (Charges)
10082,Hispanic,Male,14.0,Force,Gun Pointed,109.0,Exonerated
10082,Hispanic,Male,14.0,Abuse of Authority,Search (of person),109.0,Exonerated
10113,Black,Male,34.0,Abuse of Authority,Question and/or stop,109.0,Unsubstantiated
23563,Black,Male,16.0,Force,Physical force,109.0,Unsubstantiated
24893,Other Race,Male,24.0,Discourtesy,Word,109.0,Unsubstantiated
29155,Black,Male,52.0,Abuse of Authority,Refusal to obtain medical treatment,44.0,Unsubstantiated
29339,Black,Male,52.0,Force,Physical force,44.0,Unsubstantiated
34113,Black,Male,40.0,Force,Physical force,105.0,Unsubstantiated
16040,Black,Male,41.0,Abuse of Authority,Search (of person),42.0,Substantiated (Charges)
16040,Black,Male,41.0,Abuse of Authority,Property damaged,42.0,Unsubstantiated
16040,Black,Male,41.0,Offensive Language,Race,42.0,Unsubstantiated
16040,Black,Male,41.0,Abuse of Authority,Stop,42.0,Unsubstantiated
16040,Black,Male,41.0,Force,Physical force,42.0,Exonerated
16040,Black,Male,41.0,Abuse of Authority,Refusal to provide name/shield number,42.0,Unsubstantiated
19676,Black,Male,32.0,Abuse of Authority,Frisk,42.0,Substantiated (Charges)
19676,Black,Male,32.0,Abuse of Authority,Stop,42.0,Substantiated (Charges)
19676,Black,Male,32.0,Abuse of Authority,Search (of person),42.0,Substantiated (Charges)
21940,Black,Female,21.0,Abuse of Authority,Refusal to provide name/shield number,42.0,Unsubstantiated
21940,Black,Female,21.0,Discourtesy,Word,42.0,Unsubstantiated
21940,Black,Female,21.0,Abuse of Authority,Threat of force (verbal or physical),42.0,Unsubstantiated
21940,Black,Female,21.0,Force,Physical force,42.0,Exonerated
21940,Black,Female,21.0,Offensive Language,Gender,42.0,Unsubstantiated
24405,Black,Male,42.0,Force,Physical force,40.0,Exonerated
27702,Black,Male,50.0,Abuse of Authority,Search (of person),44.0,Substantiated (Charges)
27702,Black,Male,50.0,Abuse of Authority,Stop,44.0,Substantiated (Charges)
28176,Black,Male,36.0,Force,Gun Pointed,40.0,Exonerated
28176,Black,Male,36.0,Discourtesy,Word,40.0,Exonerated
29155,Black,Male,52.0,Abuse of Authority,Refusal to obtain medical treatment,44.0,Unsubstantiated
8938,Hispanic,Male,19.0,Abuse of Authority,Property damaged,104.0,Unsubstantiated
8938,Hispanic,Male,19.0,Abuse of Authority,Search (of person),104.0,Exonerated
8938,Hispanic,Male,19.0,Abuse of Authority,Threat of arrest,104.0,Exonerated
8938,Hispanic,Male,19.0,Discourtesy,Word,104.0,Unsubstantiated
8938,Hispanic,Male,19.0,Abuse of Authority,Question and/or stop,104.0,Exonerated
19294,Hispanic,Male,53.0,Abuse of Authority,Stop,48.0,Exonerated
22322,Black,Male,49.0,Discourtesy,Word,48.0,Unsubstantiated
35147,Other Race,Male,27.0,Abuse of Authority,Vehicle stop,32.0,Unsubstantiated
35147,Other Race,Male,27.0,Abuse of Authority,Vehicle search,32.0,Substantiated (Command Discipline A)
35147,Other Race,Male,27.0,Discourtesy,Word,32.0,Substantiated (Command Discipline A)
10381,Hispanic,Male,43.0,Abuse of Authority,Vehicle stop,26.0,Unsubstantiated
8916,Black,Male,21.0,Force,Physical force,26.0,Unsubstantiated
7505,Black,Male,29.0,Force,Physical force,26.0,Exonerated
7505,Black,Male,29.0,Abuse of Authority,Vehicle stop,26.0,Exonerated
7505,Black,Male,29.0,Abuse of Authority,Frisk and/or search,26.0,Exonerated
7602,Black,Female,39.0,Abuse of Authority,Threat of force (verbal or physical),30.0,Exonerated
7602,Black,Female,39.0,Force,Physical force,30.0,Exonerated
7602,Black,Female,39.0,Abuse of Authority,Threat of arrest,30.0,Exonerated
8916,Black,Male,21.0,Abuse of Authority,Question and/or stop,26.0,Exonerated
10381,Hispanic,Male,43.0,Abuse of Authority,Vehicle search,26.0,Unsubstantiated
10381,Hispanic,Male,43.0,Abuse of Authority,Frisk,26.0,Unsubstantiated
10381,Hispanic,Male,43.0,Abuse of Authority,Search (of person),26.0,Unsubstantiated
12935,Black,Male,42.0,Discourtesy,Word,34.0,Unsubstantiated
12935,Black,Male,42.0,Abuse of Authority,Vehicle stop,34.0,Unsubstantiated
12935,White,Male,26.0,Abuse of Authority,Search (of person),34.0,Substantiated (Charges)
12935,Black,Male,42.0,Abuse of Authority,Vehicle search,34.0,Substantiated (Charges)
12935,White,Male,26.0,Abuse of Authority,Property damaged,34.0,Substantiated (Charges)
12935,White,Male,26.0,Abuse of Authority,Frisk,34.0,Substantiated (Charges)
14581,Black,Male,30.0,Abuse of Authority,Stop,33.0,Exonerated
14581,Hispanic,Male,30.0,Abuse of Authority,Vehicle stop,33.0,Exonerated
14581,Hispanic,Male,30.0,Abuse of Authority,Vehicle search,33.0,Exonerated
16819,Black,Male,39.0,Abuse of Authority,Vehicle stop,44.0,Unsubstantiated
17694,Hispanic,Male,54.0,Offensive Language,Ethnicity,33.0,Unsubstantiated
17694,Hispanic,Male,54.0,Abuse of Authority,Vehicle search,33.0,Unsubstantiated
19106,Hispanic,Male,26.0,Abuse of Authority,Frisk,28.0,Exonerated
19106,Black,Male,25.0,Abuse of Authority,Vehicle search,28.0,Unsubstantiated
19808,Hispanic,Male,46.0,Force,Gun Pointed,34.0,Unsubstantiated
19808,Hispanic,Male,46.0,Abuse of Authority,Vehicle stop,34.0,Unsubstantiated
19808,Hispanic,Male,46.0,Abuse of Authority,Vehicle search,34.0,Unsubstantiated
19808,Hispanic,Male,46.0,Force,Physical force,34.0,Unsubstantiated
10381,Hispanic,Male,43.0,Abuse of Authority,Refusal to provide name/shield number,26.0,Unsubstantiated
18268,Black,Male,29.0,Force,Physical force,81.0,Exonerated
20486,Black,Male,28.0,Abuse of Authority,Vehicle search,81.0,Exonerated
31456,Black,Male,19.0,Abuse of Authority,Stop,81.0,Substantiated (Charges)
31908,Black,Female,45.0,Force,Gun Pointed,81.0,Exonerated
32868,Black,Male,48.0,Abuse of Authority,Vehicle search,81.0,Exonerated
11214,Hispanic,Male,47.0,Abuse of Authority,Seizure of property,42.0,Unsubstantiated
13108,Black,Female,20.0,Abuse of Authority,Strip-searched,67.0,Unsubstantiated
13162,Black,Male,31.0,Force,Gun Pointed,67.0,Unsubstantiated
22475,Black,Female,12.0,Abuse of Authority,Frisk,44.0,Exonerated
27702,Black,Female,54.0,Abuse of Authority,Search (of person),44.0,Substantiated (Charges)
27702,Black,Male,50.0,Abuse of Authority,Stop,44.0,Substantiated (Charges)
27702,Black,Female,54.0,Abuse of Authority,Frisk,44.0,Substantiated (Charges)
27702,Black,Male,50.0,Abuse of Authority,Refusal to provide name/shield number,44.0,Substantiated (Charges)
29155,Black,Male,52.0,Abuse of Authority,Refusal to obtain medical treatment,44.0,Unsubstantiated
26672,Black,Male,27.0,Abuse of Authority,Refusal to provide name/shield number,44.0,Unsubstantiated
5441,Hispanic,Male,16.0,Force,Physical force,24.0,Exonerated
36109,White,Female,70.0,Abuse of Authority,Threat of force (verbal or physical),24.0,Exonerated
36109,White,Female,70.0,Abuse of Authority,Threat of arrest,24.0,Exonerated
36109,White,Female,70.0,Abuse of Authority,Other,24.0,Substantiated (Formalized Training)
26109,Black,Male,40.0,Force,Physical force,73.0,Unsubstantiated
28861,Hispanic,Female,43.0,Force,Physical force,114.0,Exonerated
28861,Hispanic,Female,43.0,Force,Physical force,114.0,Substantiated (Command Discipline)
36776,White,Male,45.0,Discourtesy,Word,114.0,Unsubstantiated
28861,Hispanic,Male,20.0,Discourtesy,Word,114.0,Substantiated (Command Discipline)
34830,Hispanic,Female,34.0,Force,Physical force,52.0,Unsubstantiated
34830,Hispanic,Female,34.0,Force,Hit against inanimate object,52.0,Unsubstantiated
34830,Hispanic,Female,34.0,Force,Physical force,52.0,Unsubstantiated
34830,Hispanic,Female,37.0,Discourtesy,Word,52.0,Substantiated (Instructions)
34830,Hispanic,Female,34.0,Force,Physical force,52.0,Exonerated
4467,Black,Male,31.0,Force,Physical force,83.0,Exonerated
4467,Black,Male,31.0,Force,Physical force,83.0,Substantiated (Charges)
6031,Black,Male,37.0,Force,Physical force,88.0,Exonerated
42823,Black,Male,42.0,Abuse of Authority,Failure to provide RTKA card,24.0,Unsubstantiated
42823,Black,Male,42.0,Abuse of Authority,Other,24.0,Substantiated (Command Lvl Instructions)
24063,Hispanic,Male,38.0,Discourtesy,Word,72.0,Unsubstantiated
24063,Hispanic,Male,38.0,Abuse of Authority,Threat of arrest,72.0,Substantiated (Command Discipline)
5115,Black,Male,51.0,Force,Pepper spray,44.0,Exonerated
5115,Black,Male,51.0,Force,Physical force,44.0,Exonerated
7971,Hispanic,Male,40.0,Force,Physical force,44.0,Exonerated
7971,Hispanic,Male,40.0,Discourtesy,Word,44.0,Exonerated
12850,Hispanic,Male,29.0,Abuse of Authority,Question and/or stop,44.0,Exonerated
12850,Hispanic,Male,29.0,Abuse of Authority,Strip-searched,44.0,Substantiated (Charges)
12991,Black,Male,66.0,Abuse of Authority,Question and/or stop,44.0,Unsubstantiated
26079,Hispanic,Female,43.0,Abuse of Authority,Refusal to obtain medical treatment,78.0,Unsubstantiated
26587,Other Race,Male,51.0,Discourtesy,Word,18.0,Substantiated (Charges)
26587,Other Race,Male,51.0,Abuse of Authority,Question,18.0,Substantiated (Charges)
26587,Other Race,Male,51.0,Offensive Language,Ethnicity,18.0,Substantiated (Charges)
30249,Asian,Female,31.0,Force,Physical force,43.0,Exonerated
30838,Black,Female,52.0,Abuse of Authority,Other,43.0,Unsubstantiated
5837,Hispanic,Male,26.0,Offensive Language,Race,75.0,Substantiated (Charges)
6059,Black,Male,16.0,Force,Physical force,75.0,Unsubstantiated
17151,Black,Male,21.0,Force,Nightstick as club (incl asp & baton),83.0,Exonerated
17681,Hispanic,Male,32.0,Force,Nightstick as club (incl asp & baton),83.0,Exonerated
17681,Hispanic,Male,32.0,Force,Physical force,83.0,Exonerated
21853,Black,Male,16.0,Abuse of Authority,Question,83.0,Exonerated
23569,Hispanic,Male,22.0,Force,Physical force,83.0,Unsubstantiated
27501,Black,Male,53.0,Discourtesy,Word,83.0,Exonerated
27501,Black,Male,53.0,Force,Pepper spray,83.0,Exonerated
8203,Hispanic,Male,35.0,Discourtesy,Word,45.0,Unsubstantiated
39364,White,Male,37.0,Abuse of Authority,Threat of arrest,24.0,Exonerated
39364,White,Male,37.0,Discourtesy,Word,24.0,Unsubstantiated
13343,Hispanic,Male,25.0,Force,Physical force,115.0,Exonerated
18593,Hispanic,Male,17.0,Discourtesy,Word,110.0,Unsubstantiated
18593,Hispanic,Male,17.0,Force,Physical force,110.0,Unsubstantiated
18593,Hispanic,Male,17.0,Abuse of Authority,Stop,110.0,Substantiated (Charges)
28371,Asian,Male,27.0,Abuse of Authority,Refusal to provide name/shield number,109.0,Substantiated (Command Discipline)
3491,Black,Male,33.0,Force,Other,115.0,Unsubstantiated
3708,Black,Male,37.0,Abuse of Authority,Frisk and/or search,103.0,Unsubstantiated
4591,Black,Male,33.0,Abuse of Authority,Refusal to provide name/shield number,103.0,Unsubstantiated
4835,Black,Male,35.0,Abuse of Authority,Seizure of property,103.0,Exonerated
35537,Black,Male,30.0,Force,Physical force,46.0,Exonerated
40208,Black,Male,24.0,Abuse of Authority,Interference with recording,46.0,Unsubstantiated
40208,Black,Male,24.0,Abuse of Authority,Stop,46.0,Unsubstantiated
40208,Black,Male,24.0,Abuse of Authority,Refusal to provide shield number,46.0,Substantiated (Command Discipline A)
40208,Black,Male,24.0,Abuse of Authority,Refusal to provide name,46.0,Substantiated (Command Discipline A)
40208,Black,Male,24.0,Abuse of Authority,Frisk,46.0,Substantiated (Command Discipline A)
41718,White,Male,24.0,Force,Physical force,24.0,Exonerated
27579,Hispanic,Male,22.0,Abuse of Authority,Stop,41.0,Substantiated (Charges)
27579,Black,Male,31.0,Force,Physical force,41.0,Unsubstantiated
32591,Black,Male,38.0,Force,Physical force,28.0,Exonerated
8215,Hispanic,Female,47.0,Force,Physical force,13.0,Exonerated
18758,Hispanic,Male,37.0,Abuse of Authority,Refusal to provide name/shield number,110.0,Unsubstantiated
18758,Hispanic,Male,37.0,Abuse of Authority,Threat of force (verbal or physical),110.0,Substantiated (Charges)
8188,Black,Male,39.0,Abuse of Authority,Strip-searched,46.0,Exonerated
22247,Hispanic,Male,22.0,Offensive Language,Sexual orientation,23.0,Unsubstantiated
22247,Hispanic,Male,22.0,Discourtesy,Word,23.0,Unsubstantiated
11432,Hispanic,Male,23.0,Abuse of Authority,Refusal to process civilian complaint,46.0,Unsubstantiated
14745,White,Male,51.0,Discourtesy,Word,49.0,Unsubstantiated
17990,White,Male,31.0,Force,Physical force,49.0,Unsubstantiated
17990,White,Male,31.0,Discourtesy,Word,49.0,Unsubstantiated
17990,White,Male,31.0,Abuse of Authority,Threat of arrest,49.0,Unsubstantiated
14116,Black,Male,47.0,Discourtesy,Word,49.0,Substantiated (Charges)
14116,Black,Male,47.0,Abuse of Authority,Refusal to provide name/shield number,49.0,Substantiated (Charges)
14745,White,Male,51.0,Abuse of Authority,Property damaged,49.0,Unsubstantiated
33341,Black,Male,30.0,Abuse of Authority,Vehicle search,100.0,Substantiated (Formalized Training)
10696,Black,Male,38.0,Abuse of Authority,Strip-searched,24.0,Substantiated (Charges)
24409,Hispanic,Male,32.0,Abuse of Authority,Search (of person),24.0,Unsubstantiated
24409,Hispanic,Male,32.0,Abuse of Authority,Frisk,24.0,Unsubstantiated
36978,Black,Male,28.0,Offensive Language,Sexual orientation,24.0,Unsubstantiated
17083,Black,Male,67.0,Abuse of Authority,Frisk,24.0,Exonerated
24409,Hispanic,Male,32.0,Abuse of Authority,Question,24.0,Substantiated (Command Discipline)
12068,Black,Female,31.0,Abuse of Authority,Refusal to provide name/shield number,32.0,Unsubstantiated
27242,Black,Male,40.0,Abuse of Authority,Frisk,32.0,Substantiated (Command Discipline)
27242,Black,Male,40.0,Abuse of Authority,Vehicle search,32.0,Substantiated (Command Discipline)
20372,Black,Male,32.0,Force,Pepper spray,105.0,Exonerated
25051,Hispanic,Female,29.0,Discourtesy,Word,105.0,Unsubstantiated
27574,White,Female,46.0,Abuse of Authority,Refusal to provide name/shield number,49.0,Unsubstantiated
31159,White,Male,43.0,Abuse of Authority,Property damaged,49.0,Unsubstantiated
31159,White,Male,43.0,Force,Physical force,49.0,Unsubstantiated
31159,White,Male,43.0,Discourtesy,Action,49.0,Unsubstantiated
31159,White,Male,43.0,Abuse of Authority,Threat of arrest,49.0,Exonerated
15592,Black,Male,39.0,Force,Nonlethal restraining device,43.0,Substantiated (Charges)
17808,Black,Female,45.0,Abuse of Authority,Refusal to process civilian complaint,43.0,Exonerated
5953,Asian,Male,21.0,Force,Gun Pointed,70.0,Exonerated
12796,Black,Male,24.0,Abuse of Authority,Vehicle search,73.0,Exonerated
14379,Black,Male,21.0,Abuse of Authority,Stop,67.0,Substantiated (Charges)
25222,Black,Male,40.0,Abuse of Authority,Strip-searched,67.0,Unsubstantiated
25222,Black,Male,40.0,Abuse of Authority,Refusal to provide name/shield number,67.0,Unsubstantiated
32760,Hispanic,Male,29.0,Abuse of Authority,Property damaged,83.0,Unsubstantiated
32760,Hispanic,Male,29.0,Abuse of Authority,Vehicle stop,83.0,Unsubstantiated
32760,Hispanic,Male,29.0,Abuse of Authority,Vehicle search,83.0,Unsubstantiated
34014,White,Female,26.0,Abuse of Authority,Stop,62.0,Exonerated
34014,Hispanic,Male,34.0,Discourtesy,Word,62.0,Unsubstantiated
34014,Hispanic,Male,34.0,Force,Physical force,62.0,Exonerated
34014,Hispanic,Male,34.0,Force,Physical force,62.0,Substantiated (Command Discipline B)
9530,Black,Male,15.0,Force,Pepper spray,73.0,Unsubstantiated
9530,Black,Male,15.0,Discourtesy,Word,73.0,Unsubstantiated
9530,Black,Male,15.0,Force,Physical force,73.0,Unsubstantiated
27023,Black,Male,31.0,Abuse of Authority,Search (of person),101.0,Unsubstantiated
27023,Black,Male,31.0,Abuse of Authority,Frisk,101.0,Substantiated (Charges)
33206,Black,Male,22.0,Abuse of Authority,Stop,101.0,Unsubstantiated
25478,Black,Male,19.0,Discourtesy,Word,73.0,Unsubstantiated
17956,Black,Male,46.0,Abuse of Authority,Question,73.0,Unsubstantiated
18042,Hispanic,Male,28.0,Abuse of Authority,Question,73.0,Exonerated
18042,Hispanic,Male,28.0,Abuse of Authority,Search (of person),73.0,Unsubstantiated
18042,Hispanic,Male,28.0,Force,Physical force,73.0,Unsubstantiated
18042,Hispanic,Male,28.0,Abuse of Authority,Frisk,73.0,Exonerated
18042,Hispanic,Male,28.0,Discourtesy,Word,73.0,Unsubstantiated
18042,Hispanic,Male,28.0,Abuse of Authority,Stop,73.0,Exonerated
18042,Hispanic,Male,28.0,Abuse of Authority,Threat of arrest,73.0,Unsubstantiated
18178,Black,Male,33.0,Abuse of Authority,Frisk,73.0,Substantiated (Charges)
18178,Black,Male,33.0,Abuse of Authority,Stop,73.0,Substantiated (Charges)
18178,Black,Male,33.0,Abuse of Authority,Search (of person),73.0,Substantiated (Charges)
25478,Black,Male,19.0,Force,Gun Pointed,73.0,Exonerated
13388,White,Male,47.0,Force,Gun Pointed,104.0,Exonerated
19397,White,Female,31.0,Offensive Language,Gender,24.0,Unsubstantiated
19397,White,Female,31.0,Abuse of Authority,Retaliatory arrest,24.0,Substantiated (Charges)
32452,Hispanic,Female,28.0,Discourtesy,Word,24.0,Unsubstantiated
32452,Hispanic,Female,28.0,Abuse of Authority,Refusal to provide name/shield number,24.0,Unsubstantiated
17938,Black,Male,35.0,Force,Pepper spray,76.0,Exonerated
17938,Black,Male,35.0,Discourtesy,Word,76.0,Unsubstantiated
26192,Black,Male,24.0,Force,Nightstick as club (incl asp & baton),76.0,Substantiated (Charges)
20008,Black,Male,19.0,Abuse of Authority,Search (of person),67.0,Unsubstantiated
20008,Black,Male,19.0,Abuse of Authority,Frisk,67.0,Substantiated (Command Discipline)
14918,Black,Male,26.0,Abuse of Authority,Refusal to obtain medical treatment,67.0,Unsubstantiated
16803,Black,Male,23.0,Abuse of Authority,Strip-searched,67.0,Unsubstantiated
16803,Black,Male,23.0,Abuse of Authority,Question,67.0,Unsubstantiated
16803,Black,Male,23.0,Force,Physical force,67.0,Unsubstantiated
16803,Black,Male,23.0,Discourtesy,Action,67.0,Unsubstantiated
17067,Black,Male,26.0,Discourtesy,Word,67.0,Unsubstantiated
20008,Black,Male,19.0,Offensive Language,Race,67.0,Unsubstantiated
20008,Black,Male,19.0,Abuse of Authority,Refusal to provide name/shield number,67.0,Unsubstantiated
20008,Black,Male,19.0,Abuse of Authority,Strip-searched,67.0,Unsubstantiated
20008,Black,Male,19.0,Abuse of Authority,Stop,67.0,Exonerated
24597,Black,Male,26.0,Abuse of Authority,Frisk,67.0,Substantiated (Charges)
24597,Black,Male,26.0,Abuse of Authority,Search (of person),67.0,Substantiated (Charges)
24597,Black,Male,26.0,Abuse of Authority,Threat of arrest,67.0,Unsubstantiated
24597,Black,Male,26.0,Abuse of Authority,Refusal to provide name/shield number,67.0,Unsubstantiated
24639,Black,Male,20.0,Discourtesy,Word,67.0,Unsubstantiated
24639,Black,Male,20.0,Abuse of Authority,Refusal to provide name/shield number,67.0,Unsubstantiated
24639,Black,Male,20.0,Offensive Language,Gender,67.0,Unsubstantiated
24639,Black,Male,20.0,Offensive Language,Race,67.0,Unsubstantiated
26797,Black,Male,20.0,Force,Physical force,67.0,Unsubstantiated
17519,Black,Female,47.0,Abuse of Authority,Refusal to provide name/shield number,23.0,Unsubstantiated
26384,Black,Male,37.0,Discourtesy,Word,23.0,Unsubstantiated
26384,Black,Male,15.0,Abuse of Authority,Search (of person),23.0,Substantiated (Charges)
5702,Black,Female,43.0,Abuse of Authority,Frisk and/or search,79.0,Substantiated (Charges)
5702,Black,Female,43.0,Abuse of Authority,Question and/or stop,79.0,Substantiated (Charges)
14606,Hispanic,Female,27.0,Abuse of Authority,Refusal to provide name/shield number,33.0,Substantiated (Charges)
15790,Hispanic,Male,54.0,Force,Physical force,33.0,Exonerated
17910,Black,Male,30.0,Force,Gun Pointed,73.0,Exonerated
26338,Black,Male,46.0,Abuse of Authority,Search (of person),73.0,Unsubstantiated
26338,Black,Male,46.0,Discourtesy,Word,73.0,Unsubstantiated
29108,Hispanic,Male,27.0,Abuse of Authority,Threat of arrest,114.0,Exonerated
29108,Hispanic,Male,27.0,Discourtesy,Word,114.0,Substantiated (Command Discipline)
17034,White,Male,38.0,Abuse of Authority,Stop,67.0,Exonerated
17034,White,Male,38.0,Abuse of Authority,Search (of person),67.0,Substantiated (Charges)
6848,Black,Male,27.0,Abuse of Authority,Question and/or stop,77.0,Substantiated (Charges)
6848,Black,Male,27.0,Abuse of Authority,Retaliatory summons,77.0,Substantiated (Charges)
10516,Black,Male,20.0,Force,Physical force,77.0,Exonerated
10516,Black,Male,20.0,Abuse of Authority,Question and/or stop,77.0,Exonerated
10561,Black,Male,38.0,Abuse of Authority,Strip-searched,77.0,Exonerated
10704,Black,Male,32.0,Abuse of Authority,Question and/or stop,77.0,Unsubstantiated
10704,Black,Male,32.0,Abuse of Authority,Frisk,77.0,Unsubstantiated
